Comment,Sentiment
The Whole world condemns Rusia goes against Ukrania and Vladimir has the guts of condemns USA ???,negative
How does he know Iran don't have another cave under a town like Hamas???? Is he totally stupid?,negative
"MODI BJP TOTALY TERRORIST PARTY DESH BAVCHAAOO
 MODI TERRORIST HATAAOOO
 & RAFALE QUEEN SHIVANGI BACHAOO",negative
cant even record a video properly. in the first part there is video being shown and these idiots blocked the subtitles with their nonsense hindi subtitles.,negative
the endian will shit every where in the station,negative
"I’m in the US, but good for you Iran! Defend yourself and fight back as you need… Israel and Trump were stupid to start this business with you.",negative
There was no need for iran to attack usa bases in a country that was not at war with them. All that they have done is created instability in there own community how stupid.,negative
This is crushed against islamic dirty nomb,negative
WTH is wrong with people these days like that’s the definition of a sick person who the heck would pick up a child and slam him head first .may allah bless him and his family.amen ❤️‍🩹💔🤍,negative
Ye ravish kumar ek ghatiya patrakar hai agr ye aur iske chamche media ko godi media keh sakte hai to kyuki unko lagta hai ki vo sirf modi ke liye kaam karte hai aur vipaksha ke bura dikhate hai to ye ravish kumar bhi to kabhi Congress samajwadi aur mamta banarjee ki sarkar ka kabhi burai nhi karta aisa lagta hai ki unki sarkar me kabhi bura hua hi nhi hai aur hamesha rahul gandhi ka tarif karta hai jaha jaha congress ki sarkar hai jis state me vaha aisa lagta hai kuch crime ya galat hota hi nhi hai mere hisab se agar ye sahi ko sahi bolta aur galat ko galat to manta ki ye nispaksha baat karta hai jo galat karta hai uspe baat karta hai chahe modi ho yogi ho ya rahul gandi ya akhilesh ho aur isse hoga nhi . To mere hisab se ye agar media to godi media bol skte hai to isko aur iske chamcho ko dogli media bol skte hai.,negative
Rape ho ya murder agar jurm confirm hai to usse within 3days phasi honi chaiye sidhi warna criminals yaha nai rukenge unka hosla buland h ke baad mai Bach jayenge jaan ke badle jaan honi chaiye usmai hindu ho ya muslim it's doesn't matter,negative
Yeh bjp aur uske neta yhii sb fraud meii aage rhte h andhbhakti krte h aur andhbhakton pr raaz krte h,negative
Yeh jihadi pattalkar sirf aise hi chtypa videos kar ke hi apna ghar ka karcha chala raha hain...is cgty ko asaani se expose kar sakte hain....😂lekin iska yehi R rona dekh kar badi khushi hoti hain...yeh Dlla patrakar bas yehi mar mar kar jeeta rahega..,negative
"Brotherhood bullshit must stop, nobody cares when comes to survival, there no religion and no allah or god. Everyone is for them selfs.,if it is brotherhood why Pakistan let Americans to use air space and turkey and Qatar gave Intel about Iran..",negative
All coz of one stupid book,negative
Dhruv rathee tum government se bade ho? Government v nhi manti ki neta ji ki death 1945 m hui thi,negative
What do mean by civilian area?????....you Godi media is favouring Israel. Why didn't you went to Palestine to cover the situation. Shame on you.,negative
"Is this guy the best Iran has to state their position,,,,, pathetic little man who does nothing but talk around the subject. Go home.",negative
Iran is going to do nothing their supreme leader is hiding like the coward that he is.,negative
And US can't even feed their poor.,negative
Mai lambe height ke chlte insecure hun,negative
"Pakistan, Pakistan, Pakistan.......Pakistan is the obsessive compulsive disorder for Indian media and its politicians.",negative
khud nuclear bomb banana ke Baad dusron ko bomb na banana dena duson ke liye Khatri nahi hai kya ...,negative
Chacha Trump humare bharat desh ka kya lagta hai jo bharat desh par hukum chalake sijfir kara diya chacha Trump waste galat baat hai,negative
"ISRAEL IS ANIMAL... WHO ATTACKS AFTER CEASEFIRE..
 IRAN KNOWS HOW TO HANDKE ISRAEL TYPES.",negative
Vikram sahab ko jisne bhi abuse kiya he wo apne me ander jaanke aur sudhar laye. Jahil pana apne dushman ko sobha deta he. Hame apne aap ko educate karna he,negative
Condemnable terror on minorities. Cult of Cowards.,negative
More more more they hide in bunckers but let them have nothing to come back to unlike the poor Palestinians...,negative
"Any chance of these jerks worrying to much, after all he says it's going to hurt others more than Americans!",negative
Bullshit,negative
"Who is MOST dangerous for world - AMERICA or many countries USA destroyed. You are not understanding basics here. Biggest fools in the world like France, Germany, Canada etc.",negative
What a stupid stupid man !,negative
This is why people are reproducing in our country to produce such rapists,negative
Israel is just like the German were in ww2 killing everyone sick,negative
"People are willing to poison other people just to make money in this country, it's just pathetic.",negative
Ab pta chal rha he ke mere 4 sal ke bete ko blood cancer kese ho gya..pta nhi ab kya kya hoga ab yha apne sath...bdi dukh ki baat he ke apne kuchh kr nhi skte.,negative
Trump is the worst/dumbest human being I've seen so far 😢,negative
Bhai ek chiz aapne bhi miss kar dya israel ne pehle Iran pe attack kya tha uske nukes ko khtm karne ke liye is saal,negative
Shame on India for supporting child killer regime of Israel,negative
"TRUMP IS JUST A STUPID IDIOTIC FOOL !!!!!! THERE'S A SAYING "" THE POT CALLING THE KETTLE BLACK "" 😅😅😅",negative
86 y/o Khamenei he is too old and the biggest problem in the Middle East...,negative
The only reason listens to him because he is president of USA otherwise he himself doesn't know what he is saying or doing. He is just a big bully seeking attention.,negative
ALL BULLSHIT AND LIES,negative
"Bangalore has the worst infrastructure.. the congress government has done nothing about it.
 
 Comgress is not fit ro rule karnataka. 
 
 Bjp is a religious hatred gunda gang, jds is a half rotten corpse, no usee in Karnataka.
 
 People are stranded.",negative
"Even the police are beating people up. The MLA is wealthy all he wants is to keep his seat. These illiterate fools vote based on caste or money, and get themselves into trouble. And as for his followers, they have no work or purpose; all they do is flatter him all day.",negative
Ek anpadh neta 10vi fail type ke neta padhe likhe ko thappad maar dete hain shrnaak,negative
"Using Fake Photo on Thumbnail.,... Fake Information.....to create your image don't make other bad image 
 Great Bro make public fool 👍",negative
If Iran makes nuclear weapons we r all dead,negative
"what are Indias intentions of making so many nuclear arms, first they were Rapists now they are Terrorists, They are getting worse and worse.",negative
"Boo hoo, you guys are pathetic. Diljit has the right to work with whomever he wishes. The sikh community is respected more in Pakistan and the UK, as we all know. It's getting released here in the UK👍",negative
Why don't you report the rael damage like gaza moron,negative
india is just fucked up from all side,negative
Stupid Trump is enjoying his Power by attacking Humans is dangerous 😂,negative
Pehlay aap logo nay kaha keh sunsukret humari muqudes zaban hay sunsukret likhna mna hay Bolna mna hay sunnna mna hay is waja say sunsukret Murda zaban bun gaie ub aap log kehtay hay Urdu khatum ker day gay is Urdu Kay khatum honay say Tum logo ko shaded nuqsan hoga shairi mosoqi afsana novel novel filmay or tajaret is Kay elawa bhut jaga main Urdu boli jati hay Kahan Kahan say Urdu ko khatum kray gay or is Kay pechay Jo shakhsiyat hay modi woh jub bhi tagrer kerta hay Urdu main kerta hay or usay itni nufret hay musulmano say to OIC Jo Keh sirf musulmano ki jamaet hay wahan kia lainay aata hay na yeh musulman na India musulman oic main aanay ki kia tuk hay aap logo nay usay wazirvbnaya Jo apnay hawaso may nahi rehtaa,negative
Option in india is sucks 😞,negative
"after u bombed the nuclear facility then u declare a ceasefire,are you an idiot?",negative
You are otherwise fake,negative
"HEY PUTIN
 
 YOU HAVE UNFINISHED WAR BUSINESS AGAINST A SOVERIGN NEIGHBOR.
 
 TAKE CARE OF UKRAINE FIRST BEFORE UKRAINE FINISHES YOU OFF AT YOUR EXPENSE. 
 
 YOU'RE AN INDICTED WAR CRIMINAL UNDER THE THE ROME STATUTE TREATY. BE CAREFUL YOU COULD BE ARRESTED FOR WAR CRIMES AGAINST HUMANITY. STOP THE HYPOCRISY AND HONOR PRES. TRUMP'S ULTIMATUM TO COME TO THE TABLE FOR A CEASEFIRE. PICK UP THE PHONE NOW AND CALL TRUMP YOUVE HAD ENOUGH.
 
 SO STAY AWAY FROM THE ISRAEL-IRAN CONFLICT - 
 
 YOU'RE A RUSSIAN DICTATOR WITH NO CLOTHES.😮‍💨",negative
So illitrate people in India u know only to hate shame on hindu and your media,negative
8th fail bana army commander yae to agni beer kay layek bhe nahe hai issko to butt man banana chaheay,negative
"These idiots are attacking civilian targets, they will take out Irans leadership over this.",negative
Ab Iranian terrorists ko maza ayega. Israel ko halke me mat lena,negative
What the hell is PARUL fricking university first of all. Omw,negative
Instead of this make a decision that higher education is needed to become a pm .Idiot illiterate pm and idiot kannad local people and government busy in language war. Godi media is busy in Hindu muslim war.,negative
Suspend se kiya hoga bad fir join kr lega wo aise police wale ko hamesh ke liye hata dena chahiye,negative
Disgusting. The world is now in Chaos.,negative
Worst video ever made,negative
He sounds stupid there was no victory for Israel😂😂😂😂😂😂,negative
Unfollow and get rid of this guys. He is not an Indian. This guy is totally fake.,negative
Absolute liar,negative
Sir Sahara scam k bare me kuch video banaye abhi gareeb pareshan h kitno invester suicide ka liya please 🙏 Sahara society chor par video bana ye,negative
"How fool you are mm, your commentary is baseless and with zero knowledge",negative
They need Iran as the Rothschilds don't control their central Bank.All wars are Saitanic Jew wars.,negative
"Jehanabad zila parishad 
 Humlog satark hai 
 Uss village se Aatankwaadi wahi log hai 
 Murder karwakar hattwa dijiye 
 Ghar tak 
 Hadapne ko tatiaar hai 
 New House kharidane mein nahin ban paa raha hai unn Aatankwaadiiyo ki wajah se
 Ab toh gaari chala kar Didi kehe Widow Nibha Arora ko 
 Unko Uganda jaana hai kyuki Domestic violence unhi ka hau 
 Bachhe ushme shamil nahi. Hoyenge",negative
WTF 😮,negative
Shit news,negative
Islamic desh chutiye hen! Aisa hi ilzaam laga kar America ya israil pe hamla karna chahiye tha !! Ye log sirf dushmano ke chaaal dekhte hen aor shukriya manaate hai hen ki iran ya iraaq hi pita he ham sab bach gaye,negative
What a super shame on Americans who is having a mindless joker president who is acting on terrorists Israelis. And wasting US tax payers money for killing,negative
So much crap can again traction..only in india,negative
Indian politicians and RAW agents are dumb,negative
"Inn sab chizo ka karan ladkiya hai. Ladkiyon ka toh itna kuch problem nahi lekin ladke ka hai problem.
 Iss mudde me sara dosh ladkiyon ka hai",negative
MAGA gets STABBED in the BACK. Trump PROVES that he is: 100% Jews First & Only.,negative
Trump is a disgrace to the US .what he is doing is bizarre ….. the puppet king,negative
Yes. A home minister and a constitution that still allows a criminal to sit in Speaker's chair and roam scot free after swindling 270000 lakh crores in 2 G is a fool.,negative
Rape krne wale harmkhoro ko mala..or chori krne wale ko aisa saluk..waah.. jis trha chori krne wale ko aisa saja mila h bht bht sahi kiya h... Lekin rape krne wale ko mala q.. harmkhoro.. sale sb ko saja do. Woh tmhre bap h.. dohri niti krte ho,negative
"IRAN MUST MAKE PEACE IF THEY DO NOT WANT THEIR COUNTRY TO BE WIPE OUT. IRAN IS THE BULLY IN MIDDLE EAST, THEY DO NOT KNOW THEY ARE FACING THE BIGGEST BULLY OF ALL.",negative
"Qatar u shameless, coward.. u don’t have right to speak against Iran.. u r a slave to America and Israel",negative
"Are you mad USA is putting sanctions and thats the main reason...and in the name of democracy we all know what the did to iraq libya syria and many other...
 The matter is only for oil and resources which West want to exploit...
 Nothing more nothing less they fear no one develops more than the west.",negative
I DONT BELIEVE THIS. UR WASTING UR TIME ABUSING INDIAN SAINTS. WHY WOULD WE TRUST U. UR IDEAS IN THIS VIDEO ARE OBSURD AND IGNORANT AND STUPID. JUST LIKE U SAID ABOUT SWAMIJI NITHYANANDA. STUPID IDEAS U HAVE,negative
we are receiving yet another banger music from ILLIT 🗣️🗣️🔥🔥,negative
"It's time to put the title back on someone who deserves it. Jacy never should have won the title. It put a smirch on the NXT title, giving it to a midcard wrestler like Jacy Jayne.",negative
Seth don't be dropping hints like that,negative
i hate rose because she looked very dirty and bad without makeup and with makeup also I can say that you remove rose from blackpink group and take mi yeon instead rose,negative
Ricky saints arrested,negative
😱😱😱😱♥️♥️👇👇👇👇,negative
Everyone failed me,negative
It sucks they will finally use Kross in the Saudi show going up against sami zayn who is very popular there and fans will most likely favor him over kross.,negative
Why is another boy dressed like groom?,negative
TSUUUUNAMIIII‼️🗣🗣🗣🔥🔥🔥,negative
"Kya acp ayushmaan hame wapas dekhne ko milega, ab tak ye toh pata chal hi gaya hoga cid makers ko ki unke jaane se ham zyadatar log bilkul bhi khus nhi hai😢, still expecting ki parth sir jii wapas aayenge",negative
Finally a full video on YouTube 😭😭,negative
"I looove whatever camera he is using, it gives me such a nostalgic feeling. Also the way he films and makes the video.",negative
whatever mami wants mami gets. Not even adam pierce would deny mami. He knows how dangerous mami can be if she doesn't get what she wants.,negative
Never ending love for adnan sir and asha mam ❤,negative
not good song... 😢,negative
👹🤡👽💩🤬💩😱🥱😠😤🤬🤡🤡🤬😻👽,negative
Wewantaladdinseason4 😢😢😢😢😢😢,negative
So impatient that nothing can be said to be😶⛓️,negative
I have darkest YouTube channel ever,negative
चैनल फ्लॉप 😢😢,negative
"Jennie, Rosé and Lisa are ✨✨ but Jisoo 👑🔥😩",negative
"It’s funny how they didn’t censor Raquel, any spanish speakers know what I talk about, mamona…",negative
Action movie koro please 😢😢,negative
"Surprised nobody mentions the ladder in the background. this year will be 25 years since the first officially TLC match. all of these teams, chaos, makes sense.",negative
"https://youtu.be/SZwXqz2vOds?si=qRD71Y1qNAt4AOHJ,👈😱😱",negative
Sister is good not friend,negative
The last lwiay 😭,negative
Good bad ugly movie ko bhi hindi mein redubbed karke premiere karo golmines,negative
"#Suraj on fire ❤️‍🔥🔥❤️‍🔥 after knowing Suraj for so long #Jagriti should know that Suraj will never do anything that can put Jagriti's job n reputation in jeopardy..hope no big MU will be there between #SuJag..eagerly waiting to see their love blossoming more, their romance❤️❤️‍🔥❤️",negative
Fast comment please viral kara do please 📌 me Goldmines tv 😢😢😢😢,negative
Jin's shoulders ❤️‍🔥❤️‍🔥,negative
Vishal Mishra and Raghav chaitnya has also sung their heart out but sadly no comments for them..that is why our music industry is in a sad state.,negative
Om😢😢,negative
"And this, guys, is why I’m never having kids. I can’t risk a bad kid like those kids.",negative
Movi name plz😢😢,negative
Sad😢 2017,negative
Preeta KO bhenji bol rhi hai apne aap KO dekh preeta ke aage sari Bollywood Hollywood ki herion fail hai,negative
Pragya 😢,negative
💔😭🥹🥺,negative
😭😭🙏,negative
😱😲🤪,negative
Ma Kasam jisne like subscribe nhi kiya wo exam me pakka fail......😢😢😢,negative
Brian has anger issues 😡😡😡🤬🤬🤬,negative
Dj full movie release goldmine please😭🙏🙏😭🙏,negative
Dead,negative
Om🔥🔥,negative
Vishal Mishra or Jubin Nautiyal ka ek sath Vocal hona chahiye 😭❤️🔥,negative
Sorry coach wall😢,negative
"Crime alerts kisko kisko dekhna pasand hai 
 वो लाइक ठोको 👍👍",negative
Sir aap to ofisar ho crime ke to kya aap mujhe bacha nahi sakate dhikar hai crime petrol ke program ko mai ashwani,negative
That was so gusting you 🤮🤢,negative
Your telling me no one saw what me @peopleloveshorts saw ?,negative
I miss you guys in Amp world :(,negative
",,,,, NO",negative
MY BIRTHDAY No likes 😢,negative
We Went Baalveer Season 6😢😢😢,negative
38:54 OMG😱😱😱It looks like a cockroache😱😱😱,negative
Movie Kab shuru hue 😢,negative
Don't fixed match goldbarg vs gunter because Goldberg is legend wrestler,negative
I hate how they dealt with R Truth here. No respect on his name,negative
Suraj sahi hai aur yeh ganga bohot over hai aur jagriti bhi kalindi ko chodha nahi tha 😮😮😮😢😢😢😢😢,negative
mein isko lofi convert kar ga pehle lal pari wala kia hai check out me all commenter,negative
Oh God😱 Isha🤦‍♀️🥺,negative
❤️‍🔥🔥❤️‍🔥🔥❤️‍🔥🔥✨,negative
0:10 ХОЧУ И Я БУРГЕР😭😭😭,negative
I don't like blackpink,negative
We Went Baalveer returns Season 2 With Story continue kro in Baalveer Season 6😢😢😢😢,negative
They got the “YOIIII” in there😭😭😭,negative
😢😢😢😢😢😢,negative
Seth vs Knight will be insane😏,negative
Go to me hi to me hi 😢😢😢😢😢😢,negative
2018 movie release goldmine please🙏😭🙏🙏😭,negative
😢😢😢,negative
"The story revolving around PRITHVIRAJ CHAUHAN which has been shown in this serial is COMPLETELY FAKE and has adapted from the PRITHVIRAJ RASO which was written by his own brother CHAND BARDAAI.CHAND BARDAAI and other RAJPUTS couldn't bear nor digest the fact that PRITHVIRAJ CHAUHAN was defeated 16 times[sometimes they say 2 times] by MOHAMMED GHORI who is a MUSLIM so his brother CHAND BARDAAI had alter the history in the favour of PRITHVIRAJ CHAUHAN to show his greatness and to hide his defeat via PRITHVIRAJ RASO just like INDIAN HISTORIANS had did a long time ago around 326 BCE when ALEXANDER THE GREAT had invaded and conquered INDIA by defeating KING TAKSHISHILA,AMBHIRAJ and KING PAURAV RASHTRA,KING PORUS.INDIAN HISTORIANS couldn't bear,accept nor digested this facts hence they refused to mention nor write it down on their history and came with fakes claim that PORUS had fought bravely against ALEXANDER THE GREAT when the reality is PORUS had surrendered to ALEXANDER THE GREAT.😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",negative
Will you come back to ur old server😢,negative
😢😢😢😢😢😢😮😮😮😱😱😨😢,negative
aese khushi ko tappad nhi marna tha koi misbehave to nhi kiya ek dam decently apne mann ki baat bol di without any any misbehave agar vidut pareshan kar rha h to uss ki family ya athrav ko bolna vo uss se handle karte but marna is not a solution,negative
Maybe yall should stop worrying about counter progrming aew and being crybabies over netflix trailers and figure out what year we're in .,negative
What does it mean by application material 😭,negative
😭😭😭,negative
Riddhi often sheds tears. Why does she shed tears in front of villains?,negative
Dead internet theory in full effect,negative
Ashley wwe😢,negative
Я хочу чтоб ты вернулся старая команда😢,negative
LET HIM TAKE IT HOME🔥🔥,negative
Все для Влада мы стали цифрами ему лижбы получить свою награду ютуба за 100м а мы просто цифры все (мне уже хочется отписаться)😢,negative
Isha😢😢😢,negative
Me itni mehnat se video banata sabhi show ka review video banata hoon koi nhi dekhta hai 😢 all indian 🇮🇳 people😢,negative
난두시간동한밨어요😢😢😢😢😢,negative
Jennie😢Mall😢,negative
sino dito naglalaro ng rolbox? siyabpala may-ari ng rolbox? siya pala gumawa ng rolbox? grabe no malatino...panis,negative
Agar crime story nahi aati to ye nahi hota,negative
"Just wondering if you could comment on the Deephumour Drama thats been going around and how it applies to all copyright strikes in the future? IMO this sort of thing can majorly affect channels in the future, Big and Small!",negative
This video is very emotional 😢😢😢,negative
🔥🔥🔥🔥🔥,negative
Shawn still freaky,negative
THIS IS INSANE BROO,negative
Muje 21 episode nahi mila 😢,negative
"Hats off for the wonderful analysis, Bhaiyya. However, the word ""Piya "" has been used by Meera Bai in her Bhajans for Krishna too.... One among them being ""Jo Tum Todo Piya, Main nahin todun re..."". And if I'm not mistaken, Meera Bai belonged to the 16th century, while Bulleshah lived almost a century after her (in the 17th century). So, I think it's not entirely true to say Bulleshah coined it (12:40).",negative
Plz Full episode dedo😢🙏,negative
Where is lakshman😢,negative
Laddu babu 😢,negative
"Fall in love this song so bad 
 Can't wait to hear the whole song",negative
J Hopeeeeee....🥵🥵🥵🥵🥵🥵🥵🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,negative
"Harvard university outputs only those who hate America . They leaked a lot of US technology worth trillions of dollars to China and India . 
 Trump is not like the previous Presidents",negative
Long Time before All contry not give place to juiffe peoples/only Palestine peoples give help place to juiffe peoples now israil occupaid more Palestine place/israil black food dring médical éducation water hous All blanked damaged israil by usa// Long Time israil militaire distub Palestine peoples/ All contry silent israil usa not respect Uno anader Conty// usa give to israil gun tank All problème by usa israil,negative
Congress is become slave to the islamic terror organisations...,negative
"കോൺക്രീറ്റ് വാൾ PWD , മരുമകൻടേ പോകകററിൽ. കരി൦കൽ കേടട് ഊരാളുങ്കൽ /ഒരാളു൦കൽ പലരുടെയും പോകകററിൽ. കോടികൾ എല്ലാം പോകകററിൽ.ലൈഫ് വീടുകൾ എൻതാകു൦😢.",negative
NO ONE WILL BELIEVE . UNTILL THEY WILL EXPERIENCE. LIKE I DID.,negative
অতি দুঃখজনক 😢,negative
Khamenei killed?,negative
Thanthi TV newspaper...... Neenga thirunthanum..... kallathodarbu news athigama podura news channel... paper... Neengathan.... Shame.... kevelama illaya ungalukku,negative
What do you mean by serious hai Jo Hamas Mai huwa wo Kia jhut hai etna admi dead huwa wo tumko jhut lagrai Kia ?,negative
Kcr 🔥🔥🔥🔥🔥,negative
😢😢😢😢,negative
Suvendu adhikari boss 🔥🔥🔥,negative
Orange juice mix wit dirty rain water,negative
Palakkad has no collector 🎉,negative
പുറത്ത്‌ ഇറങ്ങാന്‍ പറ്റുന്നില്ല 😢,negative
Kaha hai vai ab yea log! Missing 😭,negative
"Inka maravara nuvvu state lo welfare okkata solution kadhu nuvvu fight cheyalsindhi farmers ki a okka crop ki manchi prices lavu , minor girls ki safety ladhu , eduaction sector galiki vadilasaru like 10 th class results , state GDP collections still last one year nunchi negative growth lo undhi , liquor consumption ekkuva aindhi state lo every village lo belt shops open chesaru and liqour door to door delivery chasthunaru , youth unemployment rate peak lo undhi , medical colleges privitization etc ilanti lots of development related news pettukoni eppudu chudu button nokkutha antav antra babu nuvvu marara babu state debts also past one year lo kutami government 1.5 lakh crors chasindhi a amount antha em chesaru",negative
Jay bharat 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥💪💪💪💪💪❤️❤️❤️❤️❤️,negative
Ada ponga anna... Engaluku kudukama neenga matum sapduringa.....😢,negative
Sad day anna ivalo peruu iranthutanga....ahthu epdinu podunga,negative
Miss those days 😢😢😢😢,negative
मराठी ची दयनीय अवस्था 😢 आणि ह्याच लोकांना हिंदी बोलायला सांगा.,negative
"Love From India-Gujarat-Jamnagar-Dhrol-Nana Vagudad Village ❤️ 
 TGFamily!!! 🔥🔥🔥
 LoveYouGauravBhai ❤️❤️❤️",negative
Incompetent people are governing the country now,negative
So sad 😢,negative
Full drone uncontrolled.... very bad,negative
"Great news, no need war 😢",negative
"Mi príncipe todo divino y bello
 💥🍃LOVE ZEEPRUK🍃💥",negative
Our Place heavy rain 😢😢😢,negative
Her mother and 1 stranger person are. Killers,negative
ಮಲಯಾಲಂ ನಾ ಸಸ್ಪೆನ್ಸ್ ಸೈಕೋ ಥ್ರಿಲರ್ ಕಿಲ್ಲಿಂಗ್ ಚಿತ್ರದ ಪ್ರಭಾವ 😭q,negative
Digging the septic injury and smelling it... After nearly 50yrs why this matter is bringing up?,negative
Fake news,negative
Hi court pettennu. Edapedanam 😢,negative
"Electric bil tike late hele muskil karidianti,ebe semane jiban neichhanti😢kana kariba",negative
No one cares actually about this that or this money is everything,negative
Lord Shiva not called to visit but you guys have started without invitation so its punishment feom Lord Shiva.,negative
ప్రెసెంట్ నేను బద్రీనాధ్ లో ఉన్నాను.... So sad.,negative
😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢,negative
"Very relatable, i got 93 percent in 10th boards,but soon i faced a collapse and literally got 58 percent in 11th class with pcm,it was peak downfall for me but i worked hard and hard and revised 11 being in 12th and also 12th syllabus while preparing for jee unfortunately jee nahin crack hua par boards me 82 percent aai. Never stop,keep believing and do hardwork",negative
Virat kohli should must worry for this😢😢😢😮😮,negative
ek no bhava!,negative
আমি ১৬ বছরের হইয়া এখনও কাটুন দেখি 😫😫,negative
We miss teentigada😢,negative
sir plzzzz heli edu nija naaa 😢,negative
😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢,negative
Pandey anganey floating aayirunnu..athu maatiyeduthathu 2014 muthal ningal maatram aanu...ningal maatram...Mathanirapekshatha enna vaakku kelkkunnathu annu muthal aanu..oru sentence l 4 mathanirapekshatha kaanumaayirunnu...ningal maatram..ningal maatramaanu nasippichathu...☹️☹️☹️,negative
11yrs paiyana vettura alavu enna problem,negative
Nange ondu doubt avanu aa aunty na yake shout madilla? Sakshi helbahudu anta ansiralva?,negative
😮Not so funny,negative
With such bad script you dishonored these great actors,negative
Tmk fails all departments,negative
😭😭😭😭😭😭😭😭😭,negative
Did he just call me gay 0:10 😭,negative
"Why India supports Iran,who's bent on Nuclear weapons accumulation 😢",negative
One should consider the yellow line between the train and the platform as an Imaginary wall 😢. அப்படியாவது ஓடிப்போய் சீட் பிடிக்கனுமா சீட் போன போகுது உசுரு வருமா ?,negative
Is bandy ko ya ni pata k military 🪖 terms ma “center of gravity” kia hota ha...technologia 😅,negative
అయ్యా నీకు అంత sin లేదు kcr ముందు మాటలు ఎందుకు రా హావల్యే cm ga,negative
Sudhiksha konaki death bage video.madi sir pls,negative
Bro world war against pothu😢😢😢😢😢😢😢😢,negative
Explain the budget please once again after the indo pak war,negative
ఈ సారి చంద్రబాబు ఖాతాలో ఎంత మంది 😢,negative
என்னோட வாழ்க்கையில் நடந்த உண்மையான பதிவு😢,negative
"అలాగే కారుకు ఒక మిషన్ గన్ కావాలి, బాహుబలి లాగా రెండు కటింగ్ వీల్స్ కూడా కావాలి! 💥🚗⚔️",negative
I think both scared because of Bee Fencing and to find a right path to safeguard they were fighting. Bee Fencing - Thadathil,negative
Sir again terrorism is happened who is the responsibility Modi or who,negative
മൂന്നാമതൊരു പിണറായി സർക്കാരിന് കേരളത്തിൽ താങ്ങാൻ ആവില്ല 😢😢😢🙏🙏🙏🙏,negative
Ye heuchhi odisha ra future mananka abasta😢😢,negative
A1 6093 criminal history person సైకో,negative
Biggest problem is bjp,negative
"Ahmadabad flight crash BRs aur congress waaalon kaa kaam hai..
 
 Modi ji ko hataane ke liye .
 
 Iske pehle soundarya kaa flight crash bhi BRS hee kiya thaa",negative
Dheenama Jeevitham e madhya ma intlo marriage matches choodam start cheysara inthalope enni murders choosano news lo bayamesthundhira,negative
"Ithreyum valia company ai reporter vekunu..its cruel 😮
 Enik human imotional ulla alkarudey prgm kandal mathi im unsubscribing",negative
Ata ki cartoon bujhu 😢,negative
Make a video on hyderabad forest cutting😢😢😢😢😢,negative
☹️☹️☹️,negative
கடையில மாற்றக்கூடாது கிடையவே வைக்காம கவர்மெண்ட் தடை பண்ணனும் நான் அப்படி தான் சொல்லுவேன் என எத்தனையோ குடும்பம் நாசமா போகுது லட்சக்கணக்கான பெண்கள் கண்ணீர் டெய்லி சிந்துகிறார்கள் இந்த கடையில மூடுனா தான் பெண்கள் சந்தோஷமா வாழ முடியும் இது முதலமைச்சருக்கு அவனுக்கு கொண்டு போனவங்க பரவால்ல😢😢😢😢,negative
Politicians are the poison of Indie.,negative
Worthless video,negative
Why they don't wear gloves,negative
"Trump is just a Proxy President for Elon - who is the Real President.. 
 Seems like Trump betrayed Elon in Govt running style., after getting the power. 🤷‍♂️",negative
😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,negative
So no one care about the medical students,negative
CRYING FOR FLOOD WATER. CRYING FOR FLOOD WATER.,negative
വിജയ് സിനിമ നിർത്തില്ല വിജയ് അണ്ണൻ തിരിച്ചു വരും ❤️‍🔥🤍🫶🏻🥹😥😥😰😰😭😭😭😭❤️❤️👍🏻💯,negative
"Why should i know about this issue only based on about Fuel, tomatoes and onions, As a human i should be against war, 
 
 Mr. Madan your speech no where supported Humanity. you want your viewer to know the effect of raise in onion and tomato 
 
 People are dying...
 My hate for America and Isreal is raising more",negative
"Hey Guru ji, as someone who’s really into open tech, I thought you might appreciate this. Have you seen the Framework Laptop?
 
 It’s a completely modular laptop made for people who care about privacy, repairability, and Linux support. No glued parts, everything is swappable — it's like the Fairphone of laptops. They don’t ship to India yet, which sucks. But if creators like you bring it into the spotlight, maybe that could change. I’d genuinely love to see what you think of it — your insights would be really valuable.",negative
😢😢😢😢😢,negative
The most powerful nation finally got a president who is do inconsistent !! Very very unfortunate!!,negative
Thalaivaa movie 💥,negative
"Pellillu nilabadatamledu, familyto kastasukhalu cheppukoru, BFs nammakastulanivelte ilanti paristhitulu vasthayi, darunam!!! 😢😢😢",negative
എത്ര ആത്മർ ദ്ധ യുള്ള ഹോട്ടൽ. ഹൃദയം തരും എന്ന് പറയുന്ന ത് ഇനി വരുമോ?😢😢😢😢😢.,negative
Real or fake,negative
Per capita income rank beyond 100 😢😢,negative
